LOCATION,STATE,FILTER,fips,COMFIRMED_COMFIRMED,DEATH,ADDED,RECOVERED,geoid,CONCA,Pop,HospitalBeds
Hillsborough,New Hampshire,,33011,288,2,16,0,33011,Hillsborough New Hampshire,400721,1144
Hillsdale,Michigan,,26059,62,4,7,0,26059,Hillsdale Michigan,46688,65
Hinds,Mississippi,,28049,178,1,9,0,28049,Hinds Mississippi,245285,2427
Hinsdale,Colorado,,8053,1,0,0,0,8053,Hinsdale Colorado,843,0
Hockley,Texas,,48219,10,1,0,0,48219,Hockley Texas,22935,48
Hoke,North Carolina,,37093,13,0,1,0,37093,Hoke North Carolina,46952,49
Holmes,Florida,,12059,3,0,1,0,12059,Holmes Florida,19927,20
Holmes,Mississippi,,28051,27,3,2,0,28051,Holmes Mississippi,19198,25
Holmes,Ohio,,39075,3,0,1,0,39075,Holmes Ohio,42366,69
Honolulu,Hawaii,,15003,312,4,0,0,15003,Honolulu Hawaii,953207,2219
Hood,Texas,,48221,10,1,0,0,48221,Hood Texas,51182,83
Hood River,Oregon,,41027,2,0,0,0,41027,Hood River Oregon,22346,25
Hopewell,Virginia,,51670,13,0,0,0,51670,Hopewell Virginia,22591,147
Hopkins,Kentucky,,21107,36,4,0,0,21107,Hopkins Kentucky,46920,390
Hopkins,Texas,,48223,4,0,0,0,48223,Hopkins Texas,35161,96
Horry,South Carolina,,45051,91,6,0,0,45051,Horry South Carolina,269291,753
Hot Spring,Arkansas,,5059,7,0,0,0,5059,Hot Spring Arkansas,32923,100
Houghton,Michigan,,26061,1,0,0,0,26061,Houghton Michigan,36628,61
Houston,Alabama,,1069,25,1,0,0,1069,Houston Alabama,101547,782
Houston,Georgia,,13153,92,7,13,0,13153,Houston Georgia,139900,276
Houston,Minnesota,,27055,1,0,0,0,27055,Houston Minnesota,19027,0
Houston,Tennessee,,47083,2,0,0,0,47083,Houston Tennessee,8426,25
Howard,Arkansas,,5061,5,0,0,0,5061,Howard Arkansas,13789,0
Howard,Indiana,,18067,44,4,7,0,18067,Howard Indiana,82752,254
Howard,Iowa,,19089,1,0,0,0,19089,Howard Iowa,9566,19
Howard,Maryland,,24027,274,3,38,0,24027,Howard Maryland,287085,581
Howard,Missouri,,29089,1,0,0,0,29089,Howard Missouri,10144,0
Howell,Missouri,,29091,4,0,0,0,29091,Howell Missouri,40400,139
Hudson,New Jersey,,34017,5437,122,488,0,34017,Hudson New Jersey,634266,1878
Huerfano,Colorado,,8055,1,0,0,0,8055,Huerfano Colorado,6711,20
Hughes,South Dakota,,46065,3,0,0,0,46065,Hughes South Dakota,17022,50
Humboldt,California,,6023,50,0,1,0,6023,Humboldt California,134623,299
Humboldt,Nevada,,32013,14,0,3,0,32013,Humboldt Nevada,16528,52
Humphreys,Mississippi,,28053,6,1,1,0,28053,Humphreys Mississippi,9375,0
Humphreys,Tennessee,,47085,4,0,0,0,47085,Humphreys Tennessee,18538,25
Hunt,Texas,,48231,14,0,13,0,48231,Hunt Texas,86129,246
Hunterdon,New Jersey,,34019,255,2,21,0,34019,Hunterdon New Jersey,128349,184
Huntingdon,Pennsylvania,,42061,6,0,1,0,42061,Huntingdon Pennsylvania,45913,100
Huntington,Indiana,,18069,6,1,0,0,18069,Huntington Indiana,37124,36
Huron,Michigan,,26063,4,0,0,0,26063,Huron Michigan,33118,88
Huron,Ohio,,39077,9,1,-1,0,39077,Huron Ohio,59626,139
Hutchinson,South Dakota,,46067,2,0,0,0,46067,Hutchinson South Dakota,7343,50
Hutchinson,Texas,,48233,2,0,0,0,48233,Hutchinson Texas,22150,25
Iberia,Louisiana,,22045,97,4,8,0,22045,Iberia Louisiana,73240,211
Iberville,Louisiana,,22047,171,9,11,0,22047,Iberville Louisiana,33387,0
Idaho,Idaho,,16049,3,0,0,0,16049,Idaho Idaho,16267,41
Imperial,California,,6025,73,3,5,0,6025,Imperial California,174528,268
Independence,Arkansas,,5063,5,0,0,0,5063,Independence Arkansas,36647,199
Indian River,Florida,,12061,63,0,1,0,12061,Indian River Florida,138028,612
Indiana,Pennsylvania,,42063,21,0,0,0,42063,Indiana Pennsylvania,88880,164
Ingham,Michigan,,26065,205,2,16,0,26065,Ingham Michigan,280895,1093
Inyo,California,,6027,11,0,0,0,6027,Inyo California,18546,62
Ionia,Michigan,,26067,11,1,2,0,26067,Ionia Michigan,63905,22
Iosco,Michigan,,26069,4,1,0,0,26069,Iosco Michigan,25887,49
Iowa,Iowa,,19095,6,0,0,0,19095,Iowa Iowa,16355,25
Iowa,Wisconsin,,55049,4,0,0,0,55049,Iowa Wisconsin,23687,25
Iredell,North Carolina,,37097,57,1,3,0,37097,Iredell North Carolina,159437,501
Iron,Utah,,49021,13,0,0,0,49021,Iron Utah,46163,48
Iron,Wisconsin,,55051,1,1,0,0,55051,Iron Wisconsin,5916,0
Iroquois,Illinois,,17075,7,0,1,0,17075,Iroquois Illinois,29718,84
Irwin,Georgia,,13155,9,0,0,0,13155,Irwin Georgia,9538,34
Isabella,Michigan,,26073,22,2,0,0,26073,Isabella Michigan,70311,118
Isanti,Minnesota,,27059,4,0,0,0,27059,Isanti Minnesota,37816,86
Island,Washington,,53029,145,6,3,0,53029,Island Washington,78506,76
Isle of Wight,Virginia,,51093,23,0,0,0,51093,Isle of Wight Virginia,35270,0
Itasca,Minnesota,,27061,2,0,0,0,27061,Itasca Minnesota,45058,106
Itawamba,Mississippi,,28057,5,0,0,0,28057,Itawamba Mississippi,23401,0
Izard,Arkansas,,5065,1,0,0,0,5065,Izard Arkansas,13696,25
Jackson,Alabama,,1071,19,1,1,0,1071,Jackson Alabama,53227,170
Jackson,Florida,,12063,4,0,0,0,12063,Jackson Florida,49746,87
Jackson,Georgia,,13157,23,0,2,0,13157,Jackson Georgia,60485,257
Jackson,Illinois,,17077,22,1,8,0,17077,Jackson Illinois,60218,184
Jackson,Indiana,,18071,46,0,6,0,18071,Jackson Indiana,42376,93
Jackson,Iowa,,19097,4,0,0,0,19097,Jackson Iowa,19848,25
Jackson,Kansas,,20085,1,0,0,0,20085,Jackson Kansas,13462,12
Jackson,Louisiana,,22049,5,0,0,0,22049,Jackson Louisiana,16274,25
Jackson,Michigan,,26075,126,4,12,0,26075,Jackson Michigan,160248,389
Jackson,Minnesota,,27063,1,0,0,0,27063,Jackson Minnesota,10266,20
Jackson,Mississippi,,28059,111,5,3,0,28059,Jackson Mississippi,139668,571
Jackson,Missouri,3,29095,396,11,461,0,29095,Jackson Missouri,674158,3934
Jackson,North Carolina,,37099,2,0,0,0,37099,Jackson North Carolina,40271,86
Jackson,Ohio,,39079,2,0,2,0,39079,Jackson Ohio,33225,24
Jackson,Oklahoma,,40065,6,0,0,0,40065,Jackson Oklahoma,26446,49
Jackson,Oregon,,41029,39,0,0,0,41029,Jackson Oregon,203206,545
Jackson,Tennessee,,47087,4,0,1,0,47087,Jackson Tennessee,11638,0
Jackson,Texas,,48239,4,0,0,0,48239,Jackson Texas,14075,25
Jackson,West Virginia,,54035,19,1,0,0,54035,Jackson West Virginia,29211,46
Jackson,Wisconsin,,55053,4,0,0,0,55053,Jackson Wisconsin,20449,25
James City,Virginia,,51095,122,2,3,0,51095,James City Virginia,67009,357
Jasper,Georgia,,13159,5,0,-1,0,13159,Jasper Georgia,13900,17
Jasper,Illinois,,17079,3,0,-1,0,17079,Jasper Illinois,9698,0
Jasper,Indiana,,18073,14,1,0,0,18073,Jasper Indiana,33478,46
Jasper,Iowa,,19099,8,0,0,0,19099,Jasper Iowa,36842,68
Jasper,Mississippi,,28061,4,0,0,0,28061,Jasper Mississippi,17062,16
Jasper,Missouri,,29097,15,0,0,0,29097,Jasper Missouri,117404,25
Jasper,South Carolina,,45053,12,0,0,0,45053,Jasper South Carolina,24777,41
Jasper,Texas,,48241,3,1,0,0,48241,Jasper Texas,35710,59
Jay,Indiana,,18075,3,0,0,0,18075,Jay Indiana,21253,35
Jeff Davis,Georgia,,13161,1,0,0,0,13161,Jeff Davis Georgia,15068,25
Jefferson,Alabama,,1073,479,13,22,0,1073,Jefferson Alabama,658466,4392
Jefferson,Arkansas,,5069,78,0,9,0,5069,Jefferson Arkansas,77435,498
Jefferson,Colorado,,8059,610,23,31,0,8059,Jefferson Colorado,534543,780
Jefferson,Florida,,12065,8,0,4,0,12065,Jefferson Florida,14761,0
Jefferson,Georgia,,13163,4,0,0,0,13163,Jefferson Georgia,16930,37
Jefferson,Idaho,,16051,4,0,0,0,16051,Jefferson Idaho,26140,0
Jefferson,Illinois,,17081,3,0,0,0,17081,Jefferson Illinois,38827,41
Jefferson,Indiana,,18077,7,0,1,0,18077,Jefferson Indiana,32428,222
Jefferson,Iowa,,19101,3,0,0,0,19101,Jefferson Iowa,16843,25
Jefferson,Kansas,,20087,5,0,2,0,20087,Jefferson Kansas,19126,74
Jefferson,Kentucky,,21111,319,22,0,0,21111,Jefferson Kentucky,741096,4795
Jefferson,Louisiana,,22051,4092,149,170,0,22051,Jefferson Louisiana,432552,1628
Jefferson,Mississippi,,28063,4,0,1,0,28063,Jefferson Mississippi,7726,30
Jefferson,Missouri,,29099,93,2,1,0,29099,Jefferson Missouri,218733,251
Jefferson,Montana,,30043,2,0,0,0,30043,Jefferson Montana,11406,0
Jefferson,New York,,36045,40,0,1,0,36045,Jefferson New York,116229,344
Jefferson,Ohio,,39081,18,0,3,0,39081,Jefferson Ohio,69709,536
Jefferson,Oklahoma,,40067,1,0,0,0,40067,Jefferson Oklahoma,6472,25
Jefferson,Pennsylvania,,42065,1,0,0,0,42065,Jefferson Pennsylvania,45200,84
Jefferson,Tennessee,,47089,12,0,2,0,47089,Jefferson Tennessee,51407,54
Jefferson,Texas,,48245,78,2,0,0,48245,Jefferson Texas,252273,1593
Jefferson,Washington,,53031,27,0,0,0,53031,Jefferson Washington,29872,25
Jefferson,West Virginia,,54037,38,0,7,0,54037,Jefferson West Virginia,53498,25
Jefferson,Wisconsin,,55055,15,0,0,0,55055,Jefferson Wisconsin,83686,82
Jefferson Davis,Louisiana,,22053,28,1,3,0,22053,Jefferson Davis Louisiana,31594,96
Jenkins,Georgia,,13165,7,1,0,0,13165,Jenkins Georgia,8340,25
Jennings,Indiana,,18079,42,0,1,0,18079,Jennings Indiana,28525,17
Jerome,Idaho,,16053,18,0,0,0,16053,Jerome Idaho,22374,25
Jersey,Illinois,,17083,5,0,2,0,17083,Jersey Illinois,22985,49
Jessamine,Kentucky,,21113,16,0,0,0,21113,Jessamine Kentucky,48586,0
Jewell,Kansas,,20089,2,0,1,0,20089,Jewell Kansas,3077,25
Jim Wells,Texas,,48249,2,0,0,0,48249,Jim Wells Texas,40838,159
Jo Daviess,Illinois,,17085,8,0,2,0,17085,Jo Daviess Illinois,22678,25
Johnson,Arkansas,,5071,11,0,0,0,5071,Johnson Arkansas,25540,80
Johnson,Georgia,,13167,13,0,7,0,13167,Johnson Georgia,9980,0
Johnson,Indiana,,18081,230,8,18,0,18081,Johnson Indiana,139654,275
Johnson,Iowa,,19103,147,1,13,0,19103,Johnson Iowa,130882,1383
Johnson,Kansas,,20091,244,11,25,0,20091,Johnson Kansas,544179,1563
Johnson,Kentucky,,21115,1,0,0,0,21115,Johnson Kentucky,23356,72
Johnson,Missouri,,29101,33,0,0,0,29101,Johnson Missouri,52595,75
Johnson,Nebraska,,31097,1,0,1,0,31097,Johnson Nebraska,5217,18
Johnson,Tennessee,,47091,2,0,0,0,47091,Johnson Tennessee,18244,0
Johnson,Texas,,48251,25,1,1,0,48251,Johnson Texas,150934,137
Johnson,Wyoming,,56019,8,0,0,0,56019,Johnson Wyoming,8569,25
Johnston,North Carolina,,37101,51,4,4,0,37101,Johnston North Carolina,168878,199
Jones,Georgia,,13169,7,0,0,0,13169,Jones Georgia,28669,0
Jones,Iowa,,19105,6,0,0,0,19105,Jones Iowa,20638,22
Jones,Mississippi,,28067,15,0,1,0,28067,Jones Mississippi,67761,285
Jones,North Carolina,,37103,3,0,1,0,37103,Jones North Carolina,10153,0
Jones,Texas,,48253,1,0,1,0,48253,Jones Texas,20202,95
Josephine,Oregon,,41033,16,0,0,0,41033,Josephine Oregon,82713,125
Juneau,Alaska,,2110,14,0,0,0,2110,Juneau Alaska,31275,0
Juneau,Wisconsin,,55057,5,0,0,0,55057,Juneau Wisconsin,26664,40
Juniata,Pennsylvania,,42067,18,0,4,0,42067,Juniata Pennsylvania,24636,0
Kalamazoo,Michigan,,26077,67,6,3,0,26077,Kalamazoo Michigan,250331,821
Kalkaska,Michigan,,26079,10,2,0,0,26079,Kalkaska Michigan,17153,8
Kanawha,West Virginia,,54039,69,0,8,0,54039,Kanawha West Virginia,193063,763
Kandiyohi,Minnesota,,27067,2,0,0,0,27067,Kandiyohi Minnesota,42239,136
Kane,Illinois,,17089,296,19,62,0,17089,Kane Illinois,515269,1101
Kane,Utah,,49025,2,0,0,0,49025,Kane Utah,7125,0
Kankakee,Illinois,,17091,145,5,60,0,17091,Kankakee Illinois,113449,468
Kansas City,Missouri,3 combined with Jackson,,234,7,227,0,,Kansas City Missouri,#N/A,#N/A
Karnes,Texas,,48255,2,0,0,0,48255,Karnes Texas,14824,25
Kauai,Hawaii,,15007,18,0,0,0,15007,Kauai Hawaii,67091,144
Kaufman,Texas,,48257,16,0,2,0,48257,Kaufman Texas,103350,407
Kay,Oklahoma,,40071,33,3,0,0,40071,Kay Oklahoma,46562,193
Kearney,Nebraska,,31099,3,0,1,0,31099,Kearney Nebraska,6489,10
Kemper,Mississippi,,28069,11,0,1,0,28069,Kemper Mississippi,10456,25
Kenai Peninsula,Alaska,,2122,13,0,0,0,2122,Kenai Peninsula Alaska,55400,204
Kendall,Illinois,,17093,79,2,24,0,17093,Kendall Illinois,114736,0
Kendall,Texas,,48259,9,0,0,0,48259,Kendall Texas,33410,0
Kennebec,Maine,,23011,26,1,0,0,23011,Kennebec Maine,122151,425
Kenosha,Wisconsin,,55059,127,1,15,0,55059,Kenosha Wisconsin,166426,517
Kent,Delaware,,10001,201,4,54,0,10001,Kent Delaware,162310,288
Kent,Maryland,,24029,9,0,1,0,24029,Kent Maryland,20197,26
Kent,Michigan,,26081,207,8,20,0,26081,Kent Michigan,602622,1840
Kent,Rhode Island,,44003,137,0,32,0,44003,Kent Rhode Island,166158,359
Kenton,Kentucky,,21117,36,8,0,0,21117,Kenton Kentucky,159720,728
Keokuk,Iowa,,19107,2,0,0,0,19107,Keokuk Iowa,10511,25
Kern,California,,6029,271,2,19,0,6029,Kern California,839631,1833
Kerr,Texas,,48265,2,0,0,0,48265,Kerr Texas,49625,326
Kershaw,South Carolina,,45055,159,2,0,0,45055,Kershaw South Carolina,61697,121
Ketchikan Gateway,Alaska,,2130,14,0,0,0,2130,Ketchikan Gateway Alaska,13477,54
Kewaunee,Wisconsin,,55061,1,0,0,0,55061,Kewaunee Wisconsin,20574,0
Kimball,Nebraska,,31105,9,0,0,0,31105,Kimball Nebraska,3821,12
King,Washington,,53033,3688,244,202,0,53033,King Washington,1931249,5433
King George,Virginia,,51099,11,0,1,0,51099,King George Virginia,23584,0
King William,Virginia,,51101,2,0,0,0,51101,King William Virginia,15935,0
King and Queen,Virginia,,51097,1,0,0,0,51097,King and Queen Virginia,6945,0
Kingfisher,Oklahoma,,40073,3,0,0,0,40073,Kingfisher Oklahoma,15034,25
Kings,California,,6031,5,0,0,0,6031,Kings California,152982,142
Kingsbury,South Dakota,,46077,0,0,0,0,46077,Kingsbury South Dakota,5148,6
Kiowa,Oklahoma,,40075,1,0,0,0,40075,Kiowa Oklahoma,9446,38
Kit Carson,Colorado,,8063,5,0,0,0,8063,Kit Carson Colorado,8270,19
Kitsap,Washington,,53035,119,1,0,0,53035,Kitsap Washington,251133,381
Kittitas,Washington,,53037,13,0,0,0,53037,Kittitas Washington,40915,25
Klamath,Oregon,,41035,19,0,1,0,41035,Klamath Oregon,66380,98
Kleberg,Texas,,48273,2,0,0,0,48273,Kleberg Texas,32061,100
Klickitat,Washington,,53039,11,1,0,0,53039,Klickitat Washington,20318,42
Knox,Illinois,,17095,1,0,0,0,17095,Knox Illinois,52919,209
Knox,Indiana,,18083,10,0,1,0,18083,Knox Indiana,38440,175
Knox,Maine,,23013,9,0,0,0,23013,Knox Maine,39736,109
Knox,Nebraska,,31107,2,0,0,0,31107,Knox Nebraska,8701,23
Knox,Ohio,,39083,7,1,0,0,39083,Knox Ohio,60921,111
Knox,Tennessee,,47093,148,4,5,0,47093,Knox Tennessee,432226,2122
Knox,Texas,,48275,1,0,0,0,48275,Knox Texas,3719,28
Koochiching,Minnesota,,27071,1,0,0,0,27071,Koochiching Minnesota,13311,49
Kootenai,Idaho,,16055,42,0,-1,0,16055,Kootenai Idaho,138494,396
Kosciusko,Indiana,,18085,16,0,2,0,18085,Kosciusko Indiana,77358,88
Kossuth,Iowa,,19109,1,0,0,0,19109,Kossuth Iowa,15543,25
La Crosse,Wisconsin,,55063,22,0,0,0,55063,La Crosse Wisconsin,114638,656
La Paz,Arizona,,4012,3,0,0,0,4012,La Paz Arizona,20489,25
La Plata,Colorado,,8067,34,0,0,0,8067,La Plata Colorado,51334,94
LaGrange,Indiana,,18087,6,1,0,0,18087,LaGrange Indiana,37128,25
LaPorte,Indiana,,18091,28,3,3,0,18091,LaPorte Indiana,111467,377
LaSalle,Illinois,,,17,1,10,0,17099,LaSalle Illinois,113924,244
LaSalle,Louisiana,,,8,0,1,0,22059,LaSalle Louisiana,14890,84
Labette,Kansas,,20099,9,0,1,0,20099,Labette Kansas,21607,67
Lac qui Parle,Minnesota,,,1,0,-6,0,27073,Lac qui Parle Minnesota,7259,32
Lackawanna,Pennsylvania,,42069,266,12,31,0,42069,Lackawanna Pennsylvania,214437,1079
Lafayette,Arkansas,,5073,1,0,0,0,5073,Lafayette Arkansas,7645,0
Lafayette,Louisiana,,22055,285,10,13,0,22055,Lafayette Louisiana,221578,1110
Lafayette,Mississippi,,28071,26,1,1,0,28071,Lafayette Mississippi,47351,217
Lafayette,Missouri,,29107,28,1,0,0,29107,Lafayette Missouri,33381,32
Lafayette,Wisconsin,,55065,1,0,0,0,55065,Lafayette Wisconsin,16836,25
Lafourche,Louisiana,,22057,355,11,33,0,22057,Lafourche Louisiana,96318,203
Lake,California,,6033,2,0,1,0,6033,Lake California,64665,62
Lake,Colorado,,8065,3,0,0,0,8065,Lake Colorado,7310,25
Lake,Florida,,12069,136,2,20,0,12069,Lake Florida,297052,897
Lake,Illinois,,17097,1041,23,226,0,17097,Lake Illinois,703462,968
Lake,Indiana,,18089,461,12,43,0,18089,Lake Indiana,496005,2597
Lake,Montana,,30047,5,0,0,0,30047,Lake Montana,28746,105
Lake,Ohio,,39085,99,4,7,0,39085,Lake Ohio,230041,561
Lake,South Dakota,,46079,2,0,1,0,46079,Lake South Dakota,11200,22
Lake,Tennessee,,47095,0,0,0,0,47095,Lake Tennessee,7832,0
Lamar,Alabama,,1075,5,0,0,0,1075,Lamar Alabama,14564,0
Lamar,Georgia,,13171,14,0,-1,0,13171,Lamar Georgia,18317,0
Lamar,Mississippi,,28073,19,1,1,0,28073,Lamar Mississippi,55658,261
Lamar,Texas,,48277,6,0,0,0,48277,Lamar Texas,49793,393
Lamb,Texas,,48279,1,0,0,0,48279,Lamb Texas,13977,75
Lamoille,Vermont,,50015,19,0,0,0,50015,Lamoille Vermont,24475,25
Lampasas,Texas,,48281,2,0,0,0,48281,Lampasas Texas,19677,25
Lancaster,Nebraska,,31109,39,0,5,0,31109,Lancaster Nebraska,285407,1354
Lancaster,Pennsylvania,,42071,561,14,71,0,42071,Lancaster Pennsylvania,519445,1191
Lancaster,South Carolina,,45057,46,0,0,0,45057,Lancaster South Carolina,76652,253
Lancaster,Virginia,,51103,1,0,0,0,51103,Lancaster Virginia,11391,76
Lane,Oregon,,41039,30,1,1,0,41039,Lane Oregon,351715,531
Lanier,Georgia,,13173,5,0,0,0,13173,Lanier Georgia,10078,0
Lapeer,Michigan,,26087,64,5,8,0,26087,Lapeer Michigan,88319,183
Laramie,Wyoming,,56021,48,0,1,0,56021,Laramie Wyoming,91738,206
Larimer,Colorado,,8069,167,8,6,0,8069,Larimer Colorado,299630,725
Larue,Kentucky,,21123,3,0,0,0,21123,Larue Kentucky,14193,0
Las Animas,Colorado,,8071,1,0,0,0,8071,Las Animas Colorado,15507,25
Latah,Idaho,,16057,2,0,0,0,16057,Latah Idaho,37244,25
Latimer,Oklahoma,,40077,4,1,0,0,40077,Latimer Oklahoma,11154,33
Lauderdale,Alabama,,1077,18,2,0,0,1077,Lauderdale Alabama,92709,358
Lauderdale,Mississippi,,28075,84,5,6,0,28075,Lauderdale Mississippi,80261,988
Lauderdale,Tennessee,,47097,6,0,1,0,47097,Lauderdale Tennessee,27815,25
Laurel,Kentucky,,21125,2,0,0,0,21125,Laurel Kentucky,58849,150
Laurens,Georgia,,13175,25,0,3,0,13175,Laurens Georgia,48434,368
Laurens,South Carolina,,45059,6,0,0,0,45059,Laurens South Carolina,66537,76
Lavaca,Texas,,48285,3,0,1,0,48285,Lavaca Texas,19263,50
Lawrence,Alabama,,1079,8,0,0,0,1079,Lawrence Alabama,34339,98
Lawrence,Arkansas,,5075,1,0,0,0,5075,Lawrence Arkansas,17415,25
Lawrence,Illinois,,17101,2,0,0,0,17101,Lawrence Illinois,16833,25
Lawrence,Indiana,,18093,55,7,11,0,18093,Lawrence Indiana,46134,50
Lawrence,Kentucky,,21127,1,0,0,0,21127,Lawrence Kentucky,15860,90
Lawrence,Mississippi,,28077,6,0,1,0,28077,Lawrence Mississippi,12929,25
Lawrence,Ohio,,39087,13,0,4,0,39087,Lawrence Ohio,62450,8
Lawrence,Pennsylvania,,42073,32,2,3,0,42073,Lawrence Pennsylvania,91108,316
Lawrence,South Dakota,,46081,9,0,0,0,46081,Lawrence South Dakota,24097,66
Lawrence,Tennessee,,47099,10,0,4,0,47099,Lawrence Tennessee,41869,90
Le Flore,Oklahoma,,40079,1,0,0,0,40079,Le Flore Oklahoma,50384,43
Le Sueur,Minnesota,,27079,20,0,0,0,27079,Le Sueur Minnesota,27703,15
Lea,New Mexico,,35025,2,0,0,0,35025,Lea New Mexico,64727,211
Leake,Mississippi,,28079,15,0,0,0,28079,Leake Mississippi,23805,25
Leavenworth,Kansas,,20103,59,1,16,0,20103,Leavenworth Kansas,76227,130
Lebanon,Pennsylvania,,42075,169,0,24,0,42075,Lebanon Pennsylvania,133568,484
Lee,Alabama,,1081,148,5,20,0,1081,Lee Alabama,140247,314
Lee,Arkansas,,5077,1,0,0,0,5077,Lee Arkansas,10424,0
Lee,Florida,,12071,462,14,28,0,12071,Lee Florida,618754,2240
Lee,Georgia,,13177,208,15,13,0,13177,Lee Georgia,28298,0
Lee,Illinois,,17103,6,0,4,0,17103,Lee Illinois,36031,80
Lee,Iowa,,19111,1,0,0,0,19111,Lee Iowa,35862,121
Lee,Mississippi,,28081,40,2,2,0,28081,Lee Mississippi,82910,700
Lee,North Carolina,,37105,5,0,1,0,37105,Lee North Carolina,57866,127
Lee,South Carolina,,45061,19,2,0,0,45061,Lee South Carolina,19220,20
Lee,Texas,,48287,2,0,0,0,48287,Lee Texas,16612,0
Lee,Virginia,,51105,3,0,1,0,51105,Lee Virginia,25587,0
Leelanau,Michigan,,26089,4,0,1,0,26089,Leelanau Michigan,21708,0
Leflore,Mississippi,,28083,28,4,2,0,28083,Leflore Mississippi,32317,208
Lehigh,Pennsylvania,,42077,1319,12,173,0,42077,Lehigh Pennsylvania,349497,1912
Lenawee,Michigan,,26091,36,0,4,0,26091,Lenawee Michigan,99892,113
Lenoir,North Carolina,,37107,11,0,1,0,37107,Lenoir North Carolina,59495,261
Leon,Florida,,12073,71,0,3,0,12073,Leon Florida,275487,1208
Leon,Texas,,48289,2,0,0,0,48289,Leon Texas,16801,0
Leslie,Kentucky,,21131,1,0,0,0,21131,Leslie Kentucky,11310,25
Levy,Florida,,12075,5,0,0,0,12075,Levy Florida,40801,40
Lewis,Idaho,,16061,0,0,0,0,16061,Lewis Idaho,3821,0
Lewis,Kentucky,,21135,2,0,0,0,21135,Lewis Kentucky,13870,0
Lewis,New York,,36049,6,0,0,0,36049,Lewis New York,27087,31
Lewis,Tennessee,,47101,2,0,0,0,47101,Lewis Tennessee,12161,0
Lewis,Washington,,53041,16,1,0,0,53041,Lewis Washington,75455,125
Lewis,West Virginia,,54041,1,0,0,0,54041,Lewis West Virginia,16372,220
Lewis and Clark,Montana,,30049,16,0,1,0,30049,Lewis and Clark Montana,63395,143
Lexington,South Carolina,,45063,130,5,0,0,45063,Lexington South Carolina,262391,556
Lexington,Virginia,,51678,3,0,0,0,51678,Lexington Virginia,7042,25
Liberty,Georgia,,13179,14,0,2,0,13179,Liberty Georgia,63453,25
Liberty,Montana,,30051,1,0,0,0,30051,Liberty Montana,2339,25
Liberty,Texas,,48291,15,0,3,0,48291,Liberty Texas,75643,29
Licking,Ohio,,39089,64,3,3,0,39089,Licking Ohio,166492,262
Limestone,Alabama,,1083,32,0,0,0,1083,Limestone Alabama,82782,102
Limestone,Texas,,48293,6,1,0,0,48293,Limestone Texas,23384,79
Lincoln,Arkansas,,5079,11,0,1,0,5079,Lincoln Arkansas,14134,0
Lincoln,Colorado,,8073,1,0,0,0,8073,Lincoln Colorado,5467,50
Lincoln,Georgia,,13181,6,0,1,0,13181,Lincoln Georgia,7996,0
Lincoln,Idaho,,16063,12,0,0,0,16063,Lincoln Idaho,5208,0
Lincoln,Louisiana,,22061,24,0,2,0,22061,Lincoln Louisiana,46735,146
Lincoln,Maine,,23015,9,0,0,0,23015,Lincoln Maine,34457,32
Lincoln,Minnesota,,27081,2,0,0,0,27081,Lincoln Minnesota,5896,44
Lincoln,Mississippi,,28085,26,1,5,0,28085,Lincoln Mississippi,34869,99
Lincoln,Missouri,,29113,24,1,0,0,29113,Lincoln Missouri,52566,25
Lincoln,Montana,,30053,7,1,0,0,30053,Lincoln Montana,19687,25
Lincoln,Nebraska,,31111,17,1,1,0,31111,Lincoln Nebraska,36288,116
Lincoln,New Mexico,,35027,1,0,0,0,35027,Lincoln New Mexico,20497,25
Lincoln,North Carolina,,37109,11,0,0,0,37109,Lincoln North Carolina,78265,101
Lincoln,Oklahoma,,40081,10,0,0,0,40081,Lincoln Oklahoma,34273,50
Lincoln,Oregon,,41041,4,0,0,0,41041,Lincoln Oregon,46034,50
Lincoln,South Dakota,,46083,31,0,4,0,46083,Lincoln South Dakota,44828,118
Lincoln,Tennessee,,47103,7,0,1,0,47103,Lincoln Tennessee,33361,59
Lincoln,Washington,,53043,1,0,0,0,53043,Lincoln Washington,10570,85
Lincoln,Wyoming,,56023,4,0,0,0,56023,Lincoln Wyoming,18106,38
Linn,Iowa,,19113,197,8,11,0,19113,Linn Iowa,211226,1018
Linn,Kansas,,20107,5,0,0,0,20107,Linn Kansas,9656,0
Linn,Missouri,,29115,3,0,0,0,29115,Linn Missouri,12761,54
Linn,Oregon,,41043,45,2,1,0,41043,Linn Oregon,116672,98
Litchfield,Connecticut,,9005,255,9,0,0,9005,Litchfield Connecticut,189927,272
Live Oak,Texas,,48297,3,0,0,0,48297,Live Oak Texas,11531,0
Livingston,Illinois,,17105,10,0,1,0,17105,Livingston Illinois,38950,42
Livingston,Louisiana,,22063,99,1,5,0,22063,Livingston Louisiana,128026,59
Livingston,Michigan,,26093,174,2,19,0,26093,Livingston Michigan,180967,177
Livingston,Missouri,,29117,1,0,0,0,29117,Livingston Missouri,15195,25
Livingston,New York,,36051,29,2,5,0,36051,Livingston New York,65393,67
Llano,Texas,,48299,3,0,0,0,48299,Llano Texas,19301,30
Logan,Arkansas,,5083,1,0,0,0,5083,Logan Arkansas,22353,41
Logan,Colorado,,8075,13,0,0,0,8075,Logan Colorado,22709,25
